,0,1
1247,K-041153,201700814
1248,K-013096,200301107
1249,K-001383,198500049
1250,K-029644,201204975
1251,K-028146,201100814
1252,K-021733,200708264
1253,K-052716,202005673
1254,K-027815,201005762
1255,K-012459,200209807
1256,K-011610,200200643
1257,K-000475,197800212
1258,K-033326,201402825
1259,K-024655,200809465
1260,K-027057,201000986
1261,K-028457,201103366
1262,K-023861,200805988
1263,K-001901,198700707
1264,K-017892,200503075
1265,K-025182,200900695
1266,K-030240,201207538
1267,K-005210,199501905
1268,K-037542,201506871
1269,K-032310,201310719
1270,K-024722,200809882
1271,K-023218,200802188
1272,K-051196,202002383
1273,K-000122,197000079
1274,K-004999,199500419
1275,K-036079,201502456
1276,K-001628,198600114
1277,K-013332,200301610
1278,K-026222,200905216
1279,K-018092,200503807
1280,K-040317,201605174
1281,K-038545,201601505
1282,K-013249,200301477
1283,K-029331,201200246
1284,K-018153,200511064
1285,K-025692,200903837
1286,K-034521,201405074
1287,K-034568,201405122
1288,K-016554,200500257
1289,K-042340,201706861
1290,K-013450,200301913
1291,K-030675,201302802
1292,K-022886,200800082
1293,K-034827,201405635
1294,K-033289,201402703
1295,K-021701,200708081
1296,K-035923,201502203
1297,K-035162,201500233
1298,K-004525,199400373
1299,K-014989,200402136
1300,K-018370,200600054
1301,K-017121,200501395
1302,K-019845,200610631
1303,K-030828,201306036
1304,K-022483,200711536
1305,K-014553,200401146
1306,K-000304,197500274
1307,K-020973,200704320
1308,K-004699,199401315
1309,K-008945,200001515
1310,K-023720,200805460
1311,K-020878,200703804
1312,K-000869,198200403
1313,K-031544,201308525
1314,K-015986,200404199
1315,K-031481,201308426
1316,K-009458,200003109
1317,K-016393,200410902
1318,K-025975,200904649
1319,K-015197,200402465
1320,K-006235,199701033
1321,K-007772,199900647
1322,K-017258,200501664
1323,K-034207,201404479
1324,K-009852,200005321
1325,K-011686,200200909
1326,K-013832,200307815
1327,K-013536,200302141
1328,K-032032,201309842
1329,K-029871,201206335
1330,K-035970,201502293
1331,K-051326,202002674
1332,K-016555,200500258
1333,K-021207,200705392
1334,K-037761,201507640
1335,K-038289,201600778
1336,K-034597,201405223
1337,K-015772,200403718
1338,K-021171,200705215
1339,K-021540,200707142
1340,K-004469,199400038
1341,K-035006,201406121
1342,K-032403,201310979
1343,K-020212,200700790
1344,K-011445,200200143
1345,K-030145,201207301
1346,K-036307,201502862
1347,K-028939,201109030
1348,K-016647,200500424
1349,K-038461,201601197
1350,K-003157,199002095
1351,K-003078,199001080
1352,K-007060,199801203
1353,K-016460,200500072
1354,K-031357,201308005
1355,K-024995,200811364
1356,K-004478,199400114
1357,K-009475,200003154
1358,K-029818,201206159
1359,K-009740,200005087
1360,K-024980,200811252
1361,K-033973,201403995
1362,K-051295,202002620
1363,K-018316,200512236
1364,K-000167,197200125
1365,K-022620,200712401
1366,K-033636,201403407
1367,K-018407,200600114
1368,K-037777,201507696
1369,K-029475,201201967
1370,K-007567,199806740
1371,K-016518,200500196
1372,K-006865,199800180
1373,K-011029,200103049
1374,K-013531,200302121
1375,K-007303,199802244
1376,K-014746,200401548
1377,K-034365,201404770
1378,K-037051,201505033
1379,K-018188,200511263
1380,K-006064,199700265
1381,K-031813,201309164
1382,K-035881,201501891
1383,K-012671,200300155
1384,K-001449,198500616
1385,K-030225,201207507
1386,K-032145,201310152
1387,K-003483,199102014
1388,K-029455,201201602
1389,K-009552,200003819
1390,K-006320,199701392
1391,K-012248,200202890
1392,K-016223,200410072
1393,K-023923,200806300
1394,K-016589,200500335
1395,K-041948,201705043
1396,K-002302,198801248
1397,K-001025,198300327
1398,K-035073,201500041
1399,K-004550,199400511
1400,K-017371,200501939
1401,K-025966,200904629
1402,K-024393,200808150
1403,K-040342,201605343
1404,K-035593,201501350
1405,K-006563,199702182
1406,K-008929,200001455
1407,K-029909,201206489
1408,K-006977,199800767
1409,K-003247,199100426
1410,K-012757,200300375
1411,K-000341,197600036
1412,K-041293,201701269
1413,K-006273,199701147
1414,K-014363,200400727
1415,K-017379,200501947
1416,K-035905,201501971
1417,K-030085,201206997
1418,K-012880,200300657
1419,K-029693,201205364
1420,K-001109,198301052
1421,K-028588,201104026
1422,K-010548,200101022
1423,K-012959,200300814
1424,K-036098,201502487
1425,K-024261,200807526
1426,K-004378,199303108
1427,K-018432,200600159
1428,K-043499,201801256
1429,K-005391,199504272
1430,K-010614,200101317
1431,K-030422,201209573
1432,K-027199,201001891
1433,K-006378,199701659
1434,K-013390,200301805
1435,K-024784,200810340
1436,K-024863,200810760
1437,K-038586,201601614
1438,K-018716,200600718
1439,K-006169,199700692
1440,K-038131,201600209
1441,K-019754,200608240
1442,K-035501,201501053
1443,K-034251,201404535
1444,K-024426,200808248
1445,K-021591,200707390
1446,K-000042,196200043
1447,K-012770,200300408
1448,K-004224,199301659
1449,K-036107,201502554
1450,K-001673,198600457
1451,K-008879,200001186
1452,K-038187,201600390
1453,K-011617,200200677
1454,K-037019,201504970
1455,K-013395,200301818
1456,K-001872,198700477
1457,K-027127,201001421
1458,K-006014,199700057
1459,K-033146,201402309
1460,K-028475,201103466
1461,K-007235,199801959
1462,K-025886,200904420
1463,K-003037,199000708
1464,K-032376,201310917
1465,K-032127,201310091
1466,K-036864,201504317
1467,K-002159,198800153
1468,K-032575,201400423
1469,K-025495,200902507
1470,K-035582,201501315
1471,K-002091,198800057
1472,K-015294,200402698
1473,K-029980,201206724
1474,K-028245,201101014
1475,K-023628,200805090
1476,K-043780,201801860
1477,K-022176,200709902
1478,K-012430,200209639
1479,K-009452,200003086
1480,K-032267,201310588
1481,K-032279,201310615
1482,K-020799,200703392
1483,K-029006,201109279
1484,K-017238,200501601
1485,K-022494,200711634
1486,K-010411,200100451
1487,K-027068,201000998
1488,K-004939,199500183
1489,K-003414,199101531
1490,K-009591,200004264
1491,K-003832,199201807
1492,K-006287,199701227
1493,K-006291,199701242
1494,K-054859,200209641
1495,K-017997,200503400
1496,K-009023,200001887
1497,K-011416,200200074
1498,K-038341,201600889
1499,K-016832,200500822
1500,K-014988,200402135
1501,K-031989,201309684
1502,K-027567,201003989
1503,K-023933,200806365
1504,K-021426,200706542
1505,K-014088,200400177
1506,K-020251,200701021
1507,K-024163,200807207
1508,K-019519,200607668
1509,K-032088,201309970
1510,K-032040,201309853
1511,K-005579,199600770
1512,K-015456,200402983
1513,K-027385,201003150
1514,K-010491,200100795
1515,K-016233,200410086
1516,K-000748,198100123
1517,K-008921,200001430
1518,K-015427,200402947
1519,K-030039,201206849
1520,K-013966,200308647
1521,K-013911,200308354
1522,K-025120,200900207
1523,K-016550,200500253
1524,K-013957,200308619
1525,K-011780,200201233
1526,K-034316,201404686
1527,K-029618,201204555
1528,K-002482,198801525
1529,K-001454,198500622
1530,K-004165,199301193
1531,K-029230,201110646
1532,K-032134,201310117
1533,K-000731,198100015
1534,K-035649,201501471
1535,K-002897,199000005
1536,K-012187,200202740
1537,K-014042,200400085
1538,K-017056,200501239
1539,K-038152,201600298
1540,K-030725,201304287
1541,K-030037,201206846
1542,K-006426,199701883
1543,K-020300,200701203
1544,K-036670,201503839
1545,K-035024,201406161
1546,K-049556,201907831
1547,K-000746,198100119
1548,K-017135,200501415
1549,K-031210,201307579
1550,K-007914,199901458
1551,K-012914,200300725
1552,K-034999,201406091
1553,K-001771,198601398
1554,K-001768,198601389
1555,K-034155,201404403
1556,K-009563,200003983
1557,K-021793,200708432
1558,K-028460,201103416
1559,K-031543,201308524
1560,K-010450,200100614
1561,K-023453,200803701
1562,K-032906,201401486
1563,K-007107,199801435
1564,K-030702,201303039
1565,K-000653,198000158
1566,K-030008,201206793
1567,K-021553,200707218
1568,K-013938,200308578
1569,K-022794,200713517
1570,K-004130,199300958
1571,K-028902,201108206
1572,K-012019,200201895
1573,K-005033,199500630
1574,K-029929,201206575
1575,K-028790,201106982
1576,K-028465,201103421
1577,K-033231,201402507
1578,K-025568,200903041
1579,K-018113,200510990
1580,K-004276,199302106
1581,K-030577,201301493
1582,K-018118,200511001
1583,K-032810,201401266
1584,K-034941,201405939
1585,K-031705,201308928
1586,K-006421,199701845
1587,K-015867,200403934
1588,K-013900,200308324
1589,K-023424,200803516
1590,K-027465,201003398
1591,K-010467,200100673
1592,K-001438,198500515
1593,K-023798,200805812
1594,K-013661,200302521
1595,K-001848,198700366
1596,K-028074,201100374
1597,K-007928,199901534
1598,K-016000,200404255
1599,K-029916,201206499
1600,K-030915,201306379
1601,K-037908,201507979
1602,K-015216,200402508
1603,K-035453,201500966
1604,K-020805,200703429
1605,K-041998,201705468
1606,K-014986,200402122
1607,K-044382,201803204
1608,K-024101,200806977
1609,K-033448,201403040
1610,K-023004,200800965
1611,K-020150,200700437
1612,K-027185,201001737
1613,K-024485,200808560
1614,K-029292,201112299
1615,K-036704,201503940
1616,K-006835,199704687
1617,K-026154,200905053
1618,K-027843,201006120
1619,K-050144,202000200
1620,K-033979,201404005
1621,K-052916,202006756
1622,K-023598,200804917
1623,K-014143,200400261
1624,K-035470,201501001
1625,K-003184,199002441
1626,K-025162,200900592
1627,K-032544,201400386
1628,K-019657,200607969
1629,K-020853,200703674
1630,K-046430,201902303
1631,K-007337,199802611
1632,K-034163,201404417
1633,K-014280,200400514
1634,K-051672,202003220
1635,K-018966,200603875
1636,K-004617,199400891
1637,K-033069,201402070
1638,K-030285,201207721
1639,K-028995,201109260
1640,K-007328,199802497
1641,K-000163,197200084
1642,K-020608,200702709
1643,K-029061,201109596
1644,K-006199,199700808
1645,K-033736,201403545
1646,K-036751,201504106
1647,K-015258,200402617
1648,K-022490,200711587
1649,K-018642,200600544
1650,K-019848,200610634
1651,K-043814,201801977
1652,K-028969,201109224
1653,K-007348,199802671
1654,K-028397,201102482
1655,K-028208,201100951
1656,K-000070,196600011
1657,K-038731,201602140
1658,K-028477,201103468
1659,K-034204,201404476
1660,K-023084,200801332
1661,K-020410,200701913
1662,K-019699,200608151
1663,K-029513,201202525
1664,K-034356,201404759
1665,K-034321,201404696
1666,K-032735,201400967
1667,K-041947,201705042
1668,K-014587,200401254
1669,K-012178,200202713
1670,K-029962,201206669
1671,K-017229,200501578
1672,K-012649,200300111
1673,K-019232,200605445
1674,K-003460,199101866
1675,K-027771,201005236
1676,K-038460,201601196
1677,K-029972,201206684
1678,K-025854,200904353
1679,K-004775,199401972
1680,K-021411,200706467
1681,K-017800,200502809
1682,K-031328,201307929
1683,K-012256,200202928
1684,K-003884,199202281
1685,K-022587,200712070
1686,K-026571,200905962
1687,K-026255,200905283
1688,K-036615,201503600
1689,K-031883,201309416
1690,K-020503,200702312
1691,K-049590,201907894
1692,K-021065,200704767
1693,K-036337,201502966
1694,K-016645,200500421
1695,K-013153,200301224
1696,K-034206,201404478
1697,K-004377,199303107
1698,K-035837,201501773
1699,K-015577,200403246
1700,K-035245,201500439
1701,K-016130,200404797
1702,K-025868,200904391
1703,K-038967,201602706
1704,K-012829,200300521
1705,K-012416,200209427
1706,K-001630,198600123
1707,K-015663,200403415
1708,K-010986,200102845
1709,K-003321,199100966
1710,K-013019,200300953
1711,K-032550,201400392
1712,K-014317,200400587
1713,K-017721,200502655
1714,K-038957,201602683
1715,K-011763,200201181
1716,K-005094,199501099
1717,K-019995,200611369
1718,K-034242,201404518
1719,K-008731,200000548
1720,K-016232,200410085
1721,K-032605,201400537
1722,K-037430,201506653
1723,K-002655,198900494
1724,K-013028,200300987
1725,K-026874,200908353
1726,K-001180,198400322
1727,K-012564,200210593
1728,K-040244,201605000
1729,K-025078,200811814
1730,K-012922,200300737
1731,K-028555,201103854
1732,K-010555,200101037
1733,K-012854,200300591
1734,K-012778,200300416
1735,K-000250,197400246
1736,K-015491,200403042
1737,K-019630,200607903
1738,K-001155,198400182
1739,K-034328,201404707
1740,K-002537,198802481
1741,K-037550,201506895
1742,K-032079,201309959
1743,K-003329,199100996
1744,K-028258,201101038
1745,K-029514,201202526
1746,K-003899,199202530
1747,K-038970,201602709
1748,K-012951,200300804
1749,K-005227,199501958
1750,K-013814,200307775
1751,K-021840,200708601
1752,K-017415,200502010
1753,K-004253,199301968
1754,K-000257,197400278
1755,K-006672,199702918
1756,K-023519,200804288
1757,K-014374,200400766
1758,K-022232,200710246
1759,K-014279,200400512
1760,K-025169,200900606
1761,K-001452,198500619
1762,K-030411,201209444
1763,K-037654,201507397
1764,K-011112,200103653
1765,K-008014,199901886
1766,K-035285,201500523
1767,K-024753,200810114
1768,K-020929,200704035
1769,K-038962,201602701
1770,K-033352,201402866
1771,K-005856,199602716
1772,K-035791,201501696
1773,K-035589,201501326
1774,K-021837,200708598
1775,K-002672,198900577
1776,K-031142,201307410
1777,K-039108,201603024
1778,K-001453,198500620
1779,K-013910,200308353
1780,K-016727,200500559
1781,K-026900,200908500
1782,K-010408,200100431
1783,K-041667,201702373
1784,K-032342,201310820
1785,K-035798,201501703
1786,K-015384,200402845
1787,K-014919,200401891
1788,K-044395,201803233
1789,K-013833,200307816
1790,K-023273,200802558
1791,K-047626,201904346
1792,K-004477,199400095
1793,K-017007,200501162
1794,K-013105,200301119
1795,K-023347,200803148
1796,K-003500,199102276
1797,K-002169,198800190
1798,K-044852,201804474
1799,K-034091,201404238
1800,K-006376,199701653
1801,K-045925,201901543
1802,K-029803,201206090
1803,K-000730,198100012
1804,K-027869,201006492
1805,K-016248,200410141
1806,K-008464,199907013
1807,K-038261,201600677
1808,K-023405,200803424
1809,K-034900,201405857
1810,K-007383,199803076
1811,K-029676,201205264
1812,K-032561,201400409
1813,K-003245,199100420
1814,K-012913,200300724
1815,K-042262,201706645
1816,K-016790,200500676
1817,K-007913,199901457
1818,K-018949,200603850
1819,K-028624,201104376
1820,K-037249,201505880
1821,K-017323,200501803
1822,K-019156,200605253
1823,K-005087,199501060
1824,K-030199,201207465
1825,K-027187,201001744
1826,K-014364,200400728
1827,K-012606,200300015
1828,K-017220,200501559
1829,K-014256,200400472
1830,K-002822,198901887
1831,K-012865,200300623
1832,K-004563,199400581
1833,K-008501,199907135
1834,K-036799,201504200
1835,K-031917,201309480
1836,K-006564,199702183
1837,K-025929,200904516
1838,K-010545,200101016
1839,K-022183,200709913
1840,K-036971,201504815
1841,K-006960,199800677
1842,K-014205,200400364
1843,K-003036,199000707
1844,K-013354,200301662
1845,K-013870,200307980
1846,K-038954,201602679
1847,K-037501,201506816
1848,K-012080,200202193
1849,K-046427,201902300
1850,K-035780,201501684
1851,K-037864,201507888
1852,K-027048,201000977
1853,K-016475,200500125
1854,K-006731,199703379
1855,K-009569,200004038
1856,K-027464,201003397
1857,K-010155,200008777
1858,K-025577,200903069
1859,K-055721,200906540
1860,K-031321,201307922
1861,K-027652,201004569
1862,K-010952,200102667
1863,K-038168,201600340
1864,K-031050,201307002
1865,K-012611,200300029
1866,K-001570,198501220
1867,K-013391,200301808
1868,K-019121,200604308
1869,K-033688,201403487
1870,K-019860,200610658
1871,K-020548,200702508
1872,K-024143,200807091
1873,K-028422,201102767
1874,K-032832,201401316
1875,K-032445,201400117
1876,K-026351,200905483
1877,K-025005,200811432
1878,K-029892,201206435
1879,K-029921,201206540
1880,K-005849,199602668
1881,K-013569,200302214
1882,K-009453,200003092
1883,K-016870,200500892
1884,K-010912,200102499
1885,K-035766,201501658
1886,K-011252,200108763
1887,K-031900,201309444
1888,K-016685,200500489
1889,K-011154,200103882
1890,K-022644,200712588
1891,K-010914,200102543
1892,K-036130,201502577
1893,K-000066,196500004
1894,K-018119,200511002
1895,K-030886,201306327
1896,K-023245,200802327
1897,K-013005,200300916
1898,K-004481,199400171
1899,K-000147,197100081
1900,K-010710,200101555
1901,K-023425,200803517
1902,K-035982,201502309
1903,K-023702,200805418
1904,K-007059,199801202
1905,K-004601,199400798
1906,K-011635,200200734
1907,K-021679,200707923
1908,K-026715,200906719
1909,K-030600,201301617
1910,K-034927,201405912
1911,K-038290,201600779
1912,K-018433,200600160
1913,K-006613,199702485
1914,K-038877,201602500
1915,K-028121,201100747
1916,K-021756,200708357
1917,K-023860,200805986
1918,K-030766,201305056
1919,K-006274,199701154
1920,K-030045,201206859
1921,K-009551,200003812
1922,K-032852,201401376
1923,K-007508,199806333
1924,K-026603,200906233
1925,K-021644,200707752
1926,K-037530,201506848
1927,K-006972,199800725
1928,K-014151,200400274
1929,K-014732,200401526
1930,K-031376,201308067
1931,K-020128,200700140
1932,K-031753,201309067
1933,K-021118,200704961
1934,K-027693,201004772
1935,K-024409,200808195
1936,K-010154,200008776
1937,K-031018,201306861
1938,K-012246,200202888
1939,K-016551,200500254
1940,K-023872,200806021
1941,K-014619,200401321
1942,K-038533,201601453
1943,K-033000,201401937
1944,K-024029,200806769
1945,K-010772,200101870
1946,K-009425,200002939
1947,K-007703,199900349
1948,K-000183,197300021
1949,K-022712,200713008
1950,K-007447,199803482
1951,K-007217,199801849
1952,K-038724,201602114
1953,K-020860,200703700
1954,K-015583,200403255
1955,K-036345,201502974
1956,K-024915,200810951
1957,K-015365,200402806
1958,K-015630,200403333
1959,K-033060,201402061
1960,K-038400,201601056
1961,K-007317,199802387
1962,K-027194,201001805
1963,K-031984,201309655
1964,K-003510,199102384
1965,K-035914,201501980
1966,K-018308,200512203
1967,K-005811,199602374
1968,K-030309,201208292
1969,K-025230,200900972
1970,K-012902,200300703
1971,K-029683,201205274
1972,K-015759,200403655
1973,K-006656,199702829
1974,K-004751,199401734
1975,K-019037,200604178
1976,K-040622,201606254
1977,K-035730,201501606
1978,K-020879,200703805
1979,K-009429,200002949
1980,K-010224,200009026
1981,K-016549,200500252
1982,K-028354,201101861
1983,K-012052,200201997
1984,K-014474,200401015
1985,K-036058,201502420
1986,K-000715,198000440
1987,K-054813,200201478
1988,K-020297,200701200
1989,K-026067,200904855
1990,K-039036,201602889
1991,K-020220,200700835
1992,K-031702,201308925
1993,K-024157,200807171
1994,K-008825,200000743
1995,K-017120,200501394
1996,K-005876,199602981
1997,K-019438,200606960
1998,K-048531,201906183
1999,K-010931,200102615
2000,K-021831,200708592
2001,K-014763,200401582
2002,K-036242,201502716
2003,K-029677,201205265
2004,K-022095,200709544
2005,K-040709,201606577
2006,K-012714,200300251
2007,K-020256,200701028
2008,K-016036,200404608
2009,K-015375,200402830
2010,K-017440,200502052
2011,K-017094,200501348
2012,K-027926,201006967
2013,K-018110,200510974
2014,K-017594,200502319
2015,K-005215,199501939
2016,K-021732,200708258
2017,K-005837,199602533
2018,K-014701,200401475
2019,K-028010,201007750
2020,K-035161,201500232
2021,K-028134,201100799
2022,K-044085,201802579
2023,K-022318,200710607
2024,K-033134,201402276
2025,K-032992,201401921
2026,K-024949,200811105
2027,K-005196,199501736
2028,K-025316,200901544
2029,K-004157,199301091
2030,K-034502,201405045
2031,K-035117,201500114
2032,K-006327,199701414
2033,K-046429,201902302
2034,K-034789,201405584
2035,K-036940,201504729
2036,K-029711,201205447
2037,K-016050,200404644
2038,K-029905,201206479
2039,K-019313,200606326
2040,K-016410,200410993
2041,K-033465,201403085
2042,K-038018,201508347
2043,K-034962,201405992
2044,K-032662,201400785
2045,K-010149,200008764
2046,K-022469,200711456
2047,K-010222,200009024
2048,K-028345,201101852
2049,K-018155,200511066
2050,K-002027,198701383
2051,K-019846,200610632
2052,K-009554,200003825
2053,K-005912,199603160
2054,K-018023,200503619
2055,K-034205,201404477
2056,K-020695,200703082
2057,K-001728,198601047
2058,K-032583,201400435
2059,K-002492,198801649
2060,K-046737,201902794
2061,K-037479,201506786
2062,K-023310,200802773
2063,K-032067,201309924
2064,K-019235,200605448
2065,K-004671,199401186
2066,K-030851,201306135
2067,K-002680,198900630
2068,K-020582,200702570
2069,K-011015,200103013
2070,K-007639,199900185
2071,K-032163,201310234
2072,K-029646,201205037
2073,K-005594,199600913
2074,K-032448,201400123
2075,K-001793,198601958
2076,K-034192,201404454
2077,K-025656,200903668
2078,K-026587,200906065
2079,K-038910,201602561
2080,K-001461,198500632
2081,K-040215,201604907
2082,K-029686,201205329
2083,K-032012,201309789
2084,K-020615,200702749
2085,K-011543,200200406
2086,K-026281,200905339
2087,K-033223,201402496
2088,K-016468,200500102
2089,K-023873,200806022
2090,K-023104,200801383
2091,K-033628,201403399
2092,K-015573,200403241
2093,K-015874,200403982
2094,K-023336,200802979
2095,K-018194,200511277
2096,K-021268,200705595
2097,K-030409,201209303
2098,K-020085,200612598
2099,K-020668,200702968
2100,K-025228,200900969
2101,K-022331,200710635
2102,K-001615,198600058
2103,K-049905,201908438
2104,K-000460,197800093
2105,K-007014,199800990
2106,K-021883,200708654
2107,K-020862,200703713
2108,K-027008,201000776
2109,K-025211,200900888
2110,K-025887,200904422
2111,K-001774,198601406
2112,K-013829,200307807
2113,K-034501,201405044
2114,K-002709,198900901
2115,K-029724,201205536
2116,K-008657,200000223
2117,K-025184,200900697
2118,K-028359,201101884
2119,K-029873,201206337
2120,K-017519,200502209
2121,K-030598,201301615
2122,K-003868,199202071
2123,K-033829,201403744
2124,K-012742,200300312
2125,K-009020,200001859
2126,K-032089,201309973
2127,K-023175,200801836
2128,K-001352,198401132
2129,K-038927,201602610
2130,K-032539,201400381
2131,K-010383,200100383
2132,K-013628,200302371
2133,K-031194,201307562
2134,K-013836,200307819
2135,K-036129,201502576
2136,K-001744,198601222
2137,K-023812,200805862
2138,K-011579,200200502
2139,K-025268,200901181
2140,K-027386,201003151
2141,K-027040,201000968
2142,K-003148,199001951
2143,K-019549,200607731
2144,K-032167,201310244
2145,K-016880,200500924
2146,K-002536,198802479
2147,K-015259,200402618
2148,K-029734,201205628
2149,K-026827,200907915
2150,K-001862,198700405
2151,K-003718,199200936
2152,K-011680,200200858
2153,K-015561,200403221
2154,K-013103,200301117
2155,K-037872,201507897
2156,K-004167,199301197
2157,K-012955,200300808
2158,K-012935,200300769
2159,K-012129,200202342
2160,K-030143,201207294
2161,K-027436,201003206
2162,K-005218,199501944
2163,K-044258,201802991
2164,K-023852,200805945
2165,K-024603,200809274
2166,K-031897,201309439
2167,K-031918,201309481
2168,K-017462,200502086
2169,K-015572,200403240
2170,K-029430,201201272
2171,K-001906,198700733
2172,K-016063,200404670
2173,K-000196,197300084
2174,K-003392,199101438
2175,K-001450,198500617
2176,K-011993,200201832
2177,K-025227,200900967
2178,K-010512,200100865
2179,K-013618,200302306
2180,K-035815,201501730
2181,K-044184,201802764
2182,K-003611,199200248
2183,K-043670,201801645
2184,K-037517,201506833
2185,K-015753,200403642
2186,K-022244,200710273
2187,K-028668,201104878
2188,K-030728,201304290
2189,K-028296,201101640
2190,K-007023,199801024
2191,K-001909,198700737
2192,K-012247,200202889
2193,K-010731,200101635
2194,K-052691,202005599
2195,K-021834,200708595
2196,K-030973,201306451
2197,K-012475,200209851
2198,K-038884,201602513
2199,K-024609,200809301
2200,K-026544,200905915
2201,K-025728,200903974
2202,K-037543,201506872
2203,K-025075,200811798
2204,K-034681,201405404
2205,K-014052,200400113
2206,K-009273,200002302
2207,K-052486,202004872
2208,K-038712,201602091
2209,K-006686,199703010
2210,K-003055,199000939
2211,K-008931,200001457
2212,K-025885,200904419
2213,K-014921,200401908
2214,K-006130,199700556
2215,K-024626,200809389
2216,K-010160,200008801
2217,K-028081,201100467
2218,K-010225,200009027
2219,K-003491,199102138
2220,K-029642,201204970
2221,K-034499,201405042
2222,K-028334,201101841
2223,K-013368,200301730
2224,K-000944,198300096
2225,K-024462,200808414
2226,K-035475,201501006
2227,K-001782,198601478
2228,K-025306,200901507
2229,K-028763,201106367
2230,K-007927,199901519
2231,K-010486,200100779
2232,K-031952,201309546
2233,K-027607,201004224
2234,K-004015,199300175
2235,K-037653,201507396
2236,K-010920,200102577
2237,K-012207,200202791
2238,K-004077,199300459
2239,K-029058,201109514
2240,K-019511,200607653
2241,K-006193,199700763
2242,K-031258,201307727
2243,K-012369,200204308
2244,K-023729,200805497
2245,K-019734,200608208
2246,K-011426,200200100
2247,K-015770,200403710
2248,K-005208,199501832
2249,K-003016,199000550
2250,K-006212,199700883
2251,K-026675,200906562
2252,K-019925,200611019
2253,K-003776,199201469
2254,K-003104,199001346
2255,K-004467,199400034
2256,K-011233,200108698
2257,K-004578,199400695
2258,K-030062,201206934
2259,K-040530,201605863
2260,K-022182,200709910
2261,K-010537,200100944
2262,K-007750,199900528
2263,K-003183,199002440
2264,K-009032,200001931
2265,K-029429,201201271
2266,K-012979,200300840
2267,K-059585,202101645
2268,K-038713,201602093
2269,K-015388,200402852
2270,K-034202,201404474
2271,K-032579,201400429
2272,K-002593,198900125
2273,K-025588,200903136
2274,K-003010,199000530
2275,K-010790,200101913
2276,K-033820,201403730
2277,K-008550,200000019
2278,K-017587,200502310
2279,K-023835,200805910
2280,K-033615,201403380
2281,K-029204,201110492
2282,K-015896,200404048
2283,K-031490,201308448
2284,K-020156,200700468
2285,K-017051,200501234
2286,K-012857,200300598
2287,K-053357,202009212
2288,K-023411,200803449
2289,K-008859,200000999
2290,K-015263,200402630
2291,K-007136,199801540
2292,K-006558,199702164
2293,K-025040,200811629
2294,K-032377,201310920
2295,K-007246,199802009
2296,K-021796,200708444
2297,K-026581,200906052
2298,K-003063,199000983
2299,K-013392,200301809
2300,K-019222,200605430
2301,K-011546,200200423
2302,K-005439,199600087
2303,K-023223,200802213
2304,K-025780,200904159
2305,K-010733,200101653
2306,K-008975,200001712
2307,K-028482,201103473
2308,K-030555,201300892
2309,K-015632,200403335
2310,K-030936,201306404
2311,K-014276,200400509
2312,K-037284,201506005
2313,K-009432,200002985
2314,K-041290,201701248
2315,K-005562,199600625
2316,K-030980,201306492
2317,K-029819,201206160
2318,K-031472,201308391
2319,K-000657,198000170
2320,K-032050,201309887
2321,K-030505,201211564
2322,K-001739,198601102
2323,K-015211,200402487
2324,K-025980,200904666
2325,K-013356,200301667
2326,K-034448,201404928
2327,K-024484,200808559
2328,K-001061,198300605
2329,K-035122,201500122
2330,K-020346,200701406
2331,K-029321,201200204
2332,K-020834,200703598
2333,K-016218,200410067
2334,K-034275,201404593
2335,K-004562,199400579
2336,K-037589,201507146
2337,K-030307,201208290
2338,K-000285,197500135
2339,K-005408,199504318
2340,K-010448,200100592
2341,K-041918,201704832
2342,K-029251,201110747
2343,K-037190,201505725
2344,K-032580,201400432
2345,K-027128,201001422
2346,K-033886,201403868
2347,K-005946,199604622
2348,K-037666,201507410
2349,K-028161,201100867
2350,K-024266,200807539
2351,K-012758,200300376
2352,K-038182,201600385
2353,K-000368,197600412
2354,K-010536,200100936
2355,K-011425,200200099
2356,K-038453,201601187
2357,K-015105,200402284
2358,K-015145,200402342
2359,K-040623,201606255
2360,K-023869,200806017
2361,K-019910,200610986
2362,K-028972,201109227
2363,K-002521,198802329
2364,K-033607,201403359
2365,K-042226,201706559
2366,K-031059,201307061
2367,K-025470,200902350
2368,K-004786,199402195
2369,K-034959,201405987
2370,K-001904,198700731
2371,K-027777,201005501
2372,K-001435,198500436
2373,K-035488,201501029
2374,K-016447,200500041
2375,K-034703,201405439
2376,K-010610,200101309
2377,K-000027,195900043
2378,K-030239,201207537
2379,K-007842,199901043
2380,K-020465,200702172
2381,K-018534,200600349
2382,K-009272,200002301
2383,K-011613,200200662
2384,K-028612,201104267
2385,K-005260,199502223
2386,K-035351,201500694
2387,K-013813,200307774
2388,K-029671,201205259
2389,K-017716,200502646
2390,K-012134,200202353
2391,K-041692,201702410
2392,K-032270,201310592
2393,K-033622,201403390
2394,K-050264,202000409
2395,K-004543,199400486
2396,K-035492,201501039
2397,K-001463,198500634
2398,K-028941,201109140
2399,K-005570,199600669
2400,K-022015,200709159
2401,K-030518,201300045
2402,K-038319,201600844
2403,K-010293,200009625
2404,K-038019,201508351
2405,K-027052,201000981
2406,K-029426,201201264
2407,K-001150,198400131
2408,K-028336,201101843
2409,K-010305,200100048
2410,K-017486,200502139
2411,K-004314,199302514
2412,K-024924,200810981
